Aphrika	Africa
Katiguriya:Piluta hayt'aq (Hamburger SV)	Category:Hamburger SV players
Katiguriya:Piruwpi willkachasqa ñawpa suyu	Category:Historical sanctuaries of Peru
Katiguriya:Kusma qara	Category:Lichens
Katiguriya:Wankawillka suyu	Category:Huancavelica Region
Katiguriya:Wanuku suyu	Category:Huánuco Region
Katiguriya:Ika suyu	Category:Ica Region
Katiguriya:Impapura marka	Category:Imbabura Province
Tumasamil	Tomasamil
Ch'iqun	Ch'iqun
Qiwllarahu	Qiwllarahu
Kiswar urqu	Kiswar (Cusco)
Kashan	Kashan (Peru)
Rima Rima urqu (Anqash)	Rima Rima
Allin Qhapaq	Allin Qhapaq
Q'asiri (Ariqipa)	Q'asiri (Arequipa)
Khunurana rit'i urqu (Willkanuta walla)	Khunurana (Carabaya-Melgar)
Wisk'achani rit'i urqu (Qusqu)	Wisk'achani (Camanti-Marcapata)
Wila Quta urqu (Sandia)	Wilaquta (Sandia)
Rit'ipata	Rit'ipata
Chapi rit'i urqu	Chapi (Peru)
Katiguriya:Tawantinsuyu	Category:Inca Empire
Katiguriya:Awya Yala rimay	Category:Indigenous languages of the Americas
Katiguriya:Parawayipi runa llaqta	Category:Indigenous peoples in Paraguay
Katiguriya:Uruwayipi runa llaqta	Category:Indigenous peoples in Uruguay
Katiguriya:Piluta hayt'aq (Inter Milano)	Category:Inter Milan players
Katiguriya:Ilanda	Category:Ireland
Katiguriya:Wat'a (Buliwya)	Category:Islands of Bolivia
Katiguriya:Wat'a (Inlatirra)	Category:Islands of England
Katiguriya:Wat'a (Piruw)	Category:Islands of Peru
Katiguriya:Istanbul	Category:Istanbul
Indiana distritu (Luritu)	Indiana District, Maynas
Hatun Hakas distritu	Jacas Grande District
Hermilio Valdizán distritu	Hermilio Valdizán District
Waylillas distritu	Huaylillas District
Mansirichi distritu	Manseriche District
Maquía distritu	Maquia District
Markawillka distritu	Marcavelica District
Matapalu distritu	Matapalo District
Mullipampa distritu (Santiago Chuku)	Mollebamba District
Sisapampa (Wanuku) distritu	Miraflores District, Huamalíes
Patas distritu	Pataz District
Pebas distritu	Pebas District
Rikina distritu	Requena District
San Martín distritu	San Martín District
Tiqri distritu	Tigre District
Yanas distritu	Yanas District
Katiguriya:Kapchiq (Shamayka)	Category:Jamaican artists
Katiguriya:Jujuy wamani	Category:Jujuy Province
Katiguriya:Hunin suyu	Category:Junín Region
Katiguriya:Piluta hayt'aq (Juventus FC)	Category:Juventus F.C. players
Katiguriya:Arhintinapi runa llaqta	Category:Indigenous peoples in Argentina
Katiguriya:Arawkaniya suyu	Category:La Araucanía Region
Katiguriya:Qispi kay suyu	Category:La Libertad Region
Katiguriya:Chuqiyapu suyu	Category:La Paz Department (Bolivia)
Katiguriya:Titiqaqa qucha	Category:Lake Titicaca
Katiguriya:Qucha (Arhintina)	Category:Lakes of Argentina
Katiguriya:Qucha (Beni suyu)	Category:Lakes of Beni Department
Katiguriya:Qucha (Quchapampa suyu)	Category:Lakes of Cochabamba Department
Katiguriya:Qucha (Ikwadur)	Category:Lakes of Ecuador
Katiguriya:Qucha (Ilanda)	Category:Lakes of Ireland
Katiguriya:Qucha (Chuqiyapu suyu)	Category:Lakes of La Paz Department (Bolivia)
Katiguriya:Qucha (P'utuqsi suyu)	Category:Lakes of Potosí Department
Katiguriya:Qucha (Iskusya)	Category:Lakes of Scotland
Katiguriya:Lampalliqi suyu	Category:Lambayeque Region
Katiguriya:Muña yura rikch'aq ayllu	Category:Lamiaceae
Punku p'anqa: Chaqllisinchi	Portal:Chemistry
Katiguriya:Makru ge rimay	Category:Macro-Jê languages
Katiguriya:Mayutata suyu	Category:Madre de Dios Region
Katiguriya:Magallanes Antartika suyu	Category:Magallanes y la Antártica Chilena Region
Katiguriya:Urqukisa yura rikch'aq ayllu	Category:Loasaceae
Katiguriya:Lombardia	Category:Lombardy
Katiguriya:Luritu suyu	Category:Loreto Region
Katiguriya:Mayukuna marka	Category:Los Ríos Province
Katiguriya:Manawi marka	Category:Manabí Province
Katiguriya:Mawlli suyu	Category:Maule Region
Katiguriya:Lima kurakan	Category:Mayors of Lima
Katiguriya:Qillqaq (Qhichwa simi)	Category:Quechua-language writers
Katiguriya:Qhichwa rimaq	Category:Quechua people
Katiguriya:Qhichwa simi	Category:Quechuan languages
Katiguriya:Kitu kiti	Category:Quito Canton
Katiguriya:Taytakura (Mishiku)	Category:Mexican Roman Catholic priests
Katiguriya:Taripay amachaq (Mishiku)	Category:Mexican lawyers
Katiguriya:Ramsar k'iti (Buliwya)	Category:Ramsar sites in Bolivia
Katiguriya:Qhuya (Piruw)	Category:Mines in Peru
Katiguriya:Ramsar k'iti (Ikwadur)	Category:Ramsar sites in Ecuador
Katiguriya:Ramsar k'iti (Piruw)	Category:Ramsar sites in Peru
Katiguriya:25 ñiqin pachakwata kñ	Category:25th century BC
Katiguriya:27 ñiqin pachakwata kñ	Category:27th century BC
Katiguriya:28 ñiqin pachakwata kñ	Category:28th century BC
Katiguriya:31 ñiqin pachakwata kñ	Category:31st century BC
Katiguriya:Piluta hayt'aq (Real Madrid)	Category:Real Madrid C.F. players
Katiguriya:Walla (Allpa pacha)	Category:Mountain ranges by continent
Katiguriya:Urqu (Chuqiyapu suyu)	Category:Mountains of La Paz Department (Bolivia)
Katiguriya:Urqu (Uru Uru suyu)	Category:Mountains of Oruro Department
Katiguriya:Urqu (P'utuqsi suyu)	Category:Mountains of Potosí Department
Katiguriya:Munisipyu (Chuqichaka suyu)	Category:Municipalities of Chuquisaca Department
Katiguriya:Munisipyu (Chuqiyapu suyu)	Category:Municipalities of La Paz Department (Bolivia)
Katiguriya:Munisipyu (Uru Uru suyu)	Category:Municipalities of Oruro Department
Katiguriya:Munisipyu (Pando suyu)	Category:Municipalities of Pando Department
Katiguriya:Munisipyu (P'utuqsi suyu)	Category:Municipalities of Potosí Department
Katiguriya:Munisipyu (Santa Krus suyu)	Category:Municipalities of Santa Cruz Department (Bolivia)
Katiguriya:Sawintu yura rikch'aq ayllu	Category:Myrtaceae
Plantilla:Uyariy	Template:Listen
Katiguriya:Piluta hayt'aq (River Plate)	Category:River Plate footballers
Katiguriya:Mayu (Allpa pacha)	Category:Rivers by continent
Katiguriya:Mayu (Asya)	Category:Rivers of Asia
Katiguriya:Mayu (Beni suyu)	Category:Rivers of Beni Department
Katiguriya:Mayu (Chuqichaka suyu)	Category:Rivers of Chuquisaca Department
Katiguriya:Mayu (Quchapampa suyu)	Category:Rivers of Cochabamba Department
Katiguriya:Mayu (Chuqiyapu suyu)	Category:Rivers of La Paz Department (Bolivia)
Katiguriya:Mayu (Chinchay Awya Yala)	Category:Rivers of North America
Katiguriya:Mayu (Usyanya)	Category:Rivers of Oceania
Katiguriya:Mayu (Uru Uru suyu)	Category:Rivers of Oruro Department
Katiguriya:Mayu (Pando suyu)	Category:Rivers of Pando Department
Katiguriya:Mayu (P'utuqsi suyu)	Category:Rivers of Potosí Department
Katiguriya:Piruwpi amachana sach'a-sach'a	Category:National forests of Peru
Katiguriya:Mayu (Santa Krus suyu)	Category:Rivers of Santa Cruz Department (Bolivia)
Katiguriya:Mayu (Urin Awya Yala)	Category:Rivers of South America
Katiguriya:Mama llaqta parki (Chili)	Category:National parks of Chile
Katiguriya:Mayu (Tarija suyu)	Category:Rivers of Tarija Department
Katiguriya:Mayu (Tibet)	Category:Rivers of Tibet
Katiguriya:Mama llaqta risirwa (Chili)	Category:National reserves of Chile
Katiguriya:Walli yura rikch'aq ayllu	Category:Nothofagaceae
Katiguriya:Rumiñawi kiti	Category:Rumiñahui Canton
Katiguriya:Atam uywa	Category:Parasitic animals
Katiguriya:Atam yura	Category:Parasitic plants
Katiguriya:Piluta hayt'aq (SL Benfica)	Category:S.L. Benfica footballers
Katiguriya:Piluta hayt'aq (SS Lazio)	Category:S.S. Lazio players
Katiguriya:Salta wamani	Category:Salta Province
Katiguriya:Piluta hayt'aq (CA San Lorenzo)	Category:San Lorenzo footballers
Katiguriya:San Martin suyu	Category:San Martín Region
Katiguriya:Santa Krus suyu	Category:Santa Cruz Department (Bolivia)
Katiguriya:Santa Elena marka	Category:Santa Elena Province
Katiguriya:Santiago del Estero wamani	Category:Santiago del Estero Province
Katiguriya:Tsachila marka	Category:Santo Domingo de los Tsáchilas Province
Katiguriya:Ch'uchu yura rikch'aq ayllu	Category:Sapindaceae
Katiguriya:Luqma yura rikch'aq ayllu	Category:Sapotaceae
Katiguriya:Pando suyu	Category:Pando Department
José María Eguren	José María Eguren
Katiguriya:Kitilli (Ikwadur)	Category:Parishes of Ecuador
Katiguriya:Piluta hayt'aq (Parma FC)	Category:Parma F.C. players
Katiguriya:Pulitiku (Iskusya)	Category:Scottish politicians
Katiguriya:Barcelona llaqtapi paqarisqa runakuna	Category:People from Barcelona
Katiguriya:Kallaw llaqtapi paqarisqa runakuna	Category:People from Callao
Katiguriya:Quchapampa llaqtapi paqarisqa	Category:People from Cochabamba Department
Katiguriya:Qusqu llaqtapi paqarisqa	Category:People from Cusco
Plantilla:MNG	Template:MNG
Katiguriya:Wasa tiwlliyuq	Category:Chordates
Katiguriya:K'anchaq Ñan	Category:Shining Path
Katiguriya:Thansa	Category:Shrubs
Katiguriya:Piwra llaqtapi paqarisqa	Category:People from Piura
Katiguriya:Takiq Oaxakapi	Category:Singers from Oaxaca
Katiguriya:Islaw rimay	Category:Slavic languages
Katiguriya:Yanuq (Piruw)	Category:Peruvian chefs
Katiguriya:Tusuy (Piruw)	Category:Peruvian dances
Katiguriya:Llimphiq (Piruw)	Category:Peruvian painters
Katiguriya:Hampikamayuq (Piruw)	Category:Peruvian physicians
Katiguriya:Kurku kallpanchaq (Piruw)	Category:Peruvian sportspeople
Katiguriya:Pichincha marka	Category:Pichincha Province
Katiguriya:Piwra suyu	Category:Piura Region
Katiguriya:Qantu yura rikch'aq ayllu	Category:Polemoniaceae
Waranchal distritu	Huaranchal District
Awqayaku distritu	José Crespo Y Castillo District
Muya distritu	Moya District
Pastasa distritu	Pastaza District
Katiguriya:Qalawala yura rikch'aq ayllu	Category:Polypodiaceae
Katiguriya:Taripay amachaq (Urin Aphrika)	Category:South African lawyers
Katiguriya:Llaqta (Asway marka)	Category:Populated places in Azuay Province
Katiguriya:Llaqta (Bolívar marka)	Category:Populated places in Bolívar Province (Ecuador)
Katiguriya:Llaqta (Karchi marka)	Category:Populated places in Carchi Province
Katiguriya:Llaqta (Kañar marka)	Category:Populated places in Cañar Province
Katiguriya:Llaqta (Kuri marka)	Category:Populated places in El Oro Province
Katiguriya:Llaqta (Esmeraldas marka)	Category:Populated places in Esmeraldas Province
Katiguriya:Llaqta (Wayas marka)	Category:Populated places in Guayas Province
Plantilla:BEL	Template:BEL
Katiguriya:Llaqta (Qispi kay suyu)	Category:Populated places in La Libertad Region
Katiguriya:Llaqta (Manawi marka)	Category:Populated places in Manabí Province
Katiguriya:Llaqta (Morona Santiago marka)	Category:Populated places in Morona-Santiago Province
Katiguriya:Llaqta (Orellana marka)	Category:Populated places in Orellana Province
Katiguriya:Llaqta (Pastasa marka)	Category:Populated places in Pastaza Province
Katiguriya:Llaqta (Pichincha marka)	Category:Populated places in Pichincha Province
Katiguriya:Llaqta (Santa Krus suyu)	Category:Populated places in Santa Cruz Department (Bolivia)
Katiguriya:Llaqta (Santa Elena marka)	Category:Populated places in Santa Elena Province
Katiguriya:Llaqta (Anqash suyu)	Category:Populated places in the Ancash Region
Katiguriya:Llaqta (Apurimaq suyu)	Category:Populated places in the Apurimac Region
Katiguriya:Llaqta (Ayakuchu suyu)	Category:Populated places in the Ayacucho Region
Katiguriya:Llaqta (Beni suyu)	Category:Populated places in Beni Department
Katiguriya:Llaqta (Kashamarka suyu)	Category:Populated places in the Cajamarca Region
Katiguriya:Llaqta (Qusqu suyu)	Category:Populated places in the Cusco Region
Katiguriya:Llaqta (Wanuku suyu)	Category:Populated places in the Huanuco Region
Katiguriya:Llaqta (Ika suyu)	Category:Populated places in the Ica Region
Katiguriya:Llaqta (Lima suyu)	Category:Populated places in the Lima Region
Katiguriya:Llaqta (Luritu suyu)	Category:Populated places in the Loreto Region
Katiguriya:Llaqta (Mayutata suyu)	Category:Populated places in the Madre de Dios Region
Katiguriya:Llaqta (Muqiwa suyu)	Category:Populated places in the Moquegua Region
Katiguriya:Llaqta (Pando suyu)	Category:Populated places in Pando Department
Katiguriya:Llaqta (Piwra suyu)	Category:Populated places in the Piura Region
Katiguriya:Llaqta (P'utuqsi suyu)	Category:Populated places in Potosí Department
Katiguriya:Llaqta (San Martin suyu)	Category:Populated places in the San Martín Region
Katiguriya:Llaqta (Taqna suyu)	Category:Populated places in the Tacna Region
Katiguriya:Kapchiq (Ispaña)	Category:Spanish artists
Katiguriya:Taripay amachaq (Ispaña)	Category:Spanish lawyers
Katiguriya:Piluta hayt'aq (SC Internacional)	Category:Sport Club Internacional players
Katiguriya:Kumunista	Category:Communists
Katiguriya:Umalliq (Albanya)	Category:Presidents of Albania
Katiguriya:Umalliq (Brasil)	Category:Presidents of Brazil
Katiguriya:Umalliq (Bulgarya)	Category:Presidents of Bulgaria
Katiguriya:Umalliq (Kulumbya)	Category:Presidents of Colombia
Katiguriya:Umalliq (Salwadur)	Category:Presidents of El Salvador
Katiguriya:Umalliq (Istunya)	Category:Presidents of Estonia
Katiguriya:Umalliq (Khiniya-Wisaw)	Category:Presidents of Guinea-Bissau
Katiguriya:Umalliq (Alimanya)	Category:Presidents of Germany
Katiguriya:Umalliq (Iraq)	Category:Presidents of Iraq
Katiguriya:Umalliq (Mulduwa)	Category:Presidents of Moldova
Katiguriya:Umalliq (Namiwya)	Category:Presidents of Namibia
Katiguriya:Umalliq (Rwanda)	Category:Presidents of Rwanda
Katiguriya:Umalliq (Duminikana)	Category:Presidents of the Dominican Republic
Katiguriya:Umalliq (Grisya)	Category:Presidents of Greece
Katiguriya:Uma kamayuq (Afgansuyu)	Category:Prime Ministers of Afghanistan
Katiguriya:Uma kamayuq (Dansuyu)	Category:Prime Ministers of Denmark
Katiguriya:Uma kamayuq (Isluwakya)	Category:Prime Ministers of Slovakia
Katiguriya:Umalliq (Niqirya)	Category:Presidents of Nigeria
Katiguriya:Arhintinapi amachasqa sallqa suyukuna	Category:Protected areas of Argentina
Katiguriya:Umalliq (Niqir)	Category:Presidents of Niger
Katiguriya:Ikwadurpi amachasqa sallqa suyukuna	Category:Protected areas of Ecuador
Katiguriya:Lista (Llaqtakuna)	Category:Lists of cities
Katiguriya:Umalliq (Litunya)	Category:Presidents of Latvia
Katiguriya:Pruwinsya (Trentino Urin Tirul)	Category:Provinces of Trentino-Alto Adige/Südtirol
Katiguriya:Pruwinsya (Amarumayu suyu)	Category:Provinces of the Amazonas Region
Katiguriya:Pruwinsya (Anqash suyu)	Category:Provinces of the Ancash Region
Katiguriya:Pruwinsya (Ayakuchu suyu)	Category:Provinces of the Ayacucho Region
Katiguriya:Pruwinsya (Kashamarka suyu)	Category:Provinces of the Cajamarca Region
Katiguriya:Pruwinsya (Qusqu suyu)	Category:Provinces of the Cusco Region
Katiguriya:Pruwinsya (Wanuku suyu)	Category:Provinces of the Huánuco Region
Katiguriya:Pruwinsya (Ika suyu)	Category:Provinces of the Ica Region
Katiguriya:Pruwinsya (Lampalliqi suyu)	Category:Provinces of the Lambayeque Region
Katiguriya:Pruwinsya (Mayutata suyu)	Category:Provinces of the Madre de Dios Region
Katiguriya:Pruwinsya (Muqiwa suyu)	Category:Provinces of the Moquegua Region
Katiguriya:Pruwinsya (Pasqu suyu)	Category:Provinces of the Pasco Region
Katiguriya:Pruwinsya (Punu suyu)	Category:Provinces of the Puno Region
Katiguriya:Pruwinsya (Piwra suyu)	Category:Provinces of the Piura Region
Katiguriya:Pruwinsya (Taqna suyu)	Category:Provinces of the Tacna Region
Katiguriya:Pruwinsya (Tumpis suyu)	Category:Provinces of the Tumbes Region
Katiguriya:Umalliq (Lituwa)	Category:Presidents of Lithuania
Katiguriya:Llaqta (Madrid suyu)	Category:Municipalities in the Community of Madrid
Katiguriya:Umalliq (Makidunya)	Category:Presidents of the Republic of Macedonia
Katiguriya:Puerto López kiti	Category:Puerto López Canton
Katiguriya:Hampikamayuq (Burinkin)	Category:Puerto Rican physicians
Katiguriya:Kapchiq (Mishiku)	Category:Mexican artists
Katiguriya:Umalliq (Musambik)	Category:Presidents of Mozambique
Katiguriya:Umalliq (Binin)	Category:Presidents of Benin
Katiguriya:Pulitika rakiy (Ikwadur)	Category:Subdivisions of Ecuador
Katiguriya:Sukumpiyu marka	Category:Sucumbíos Province
Katiguriya:Taqna suyu	Category:Tacna Region
Katiguriya:Tarapaka suyu	Category:Tarapacá Region
Katiguriya:Tarija suyu	Category:Tarija Department
Katiguriya:Antawa ruruchina	Category:Motor vehicle manufacturers
Katiguriya:Yachachiy ministru (Suwidsuyu)	Category:Swedish Ministers for Education
Katiguriya:São Paulo	Category:São Paulo (city)
Katiguriya:Bahamas	Category:The Bahamas
Katiguriya:Ukayali suyu	Category:Ucayali Region
Katiguriya:Llaqta (Schleswig-Holstein)	Category:Towns in Schleswig-Holstein
Katiguriya:Hawa ministru (Hukllachasqa Amirika Suyukuna)	Category:United States Secretaries of State
Katiguriya:Truhillu, Piruw	Category:Trujillo, Peru
Katiguriya:Tumpis suyu	Category:Tumbes Region
Katiguriya:Tunkurawa marka	Category:Tungurahua Province
Katiguriya:Umalliq (Liyun Urqu)	Category:Presidents of Sierra Leone
Katiguriya:Mawk'a llaqta (Buliwya)	Category:Archaeological sites in Bolivia
Katiguriya:Mawk'a llaqta (Piruw)	Category:Archaeological sites in Peru
Katiguriya:Kapchiq (Arhintina)	Category:Argentine artists
Katiguriya:Yachay suntur (Buliwya)	Category:Universities in Bolivia
Katiguriya:Isparaw yura rikch'aq ayllu	Category:Asparagaceae
Katiguriya:Taripay amachaq (Uruwayi)	Category:Uruguayan lawyers
Katiguriya:Kurku kallpanchaq (Uruwayi)	Category:Uruguayan sportspeople
Katiguriya:Hampi yura	Category:Medicinal plants
Katiguriya:Taki aranway	Category:Operas
Katiguriya:Urqu (Namiwya)	Category:Mountains of Namibia
Katiguriya:Nina urqu (Buliwya)	Category:Volcanoes of Bolivia
Katiguriya:Nina urqu (P'utuqsi suyu)	Category:Volcanoes of Potosí Department
Katiguriya:Nina urqu (Urin Awya Yala)	Category:Volcanoes of South America
Katiguriya:Kansillir (Alimanya)	Category:Chancellors of Germany
Katiguriya:Kansillir (Awstiriya)	Category:Chancellors of Austria
Katiguriya:Umalliq (Awstiriya)	Category:Presidents of Austria
Katiguriya:Kusituy (Chili)	Category:Chilean musical groups
Katiguriya:Llimphiq (Chili)	Category:Chilean painters
Katiguriya:Quchapampa	Category:Cochabamba
Katiguriya:Chuqichaka suyu	Category:Chuquisaca Department
Katiguriya:Uru Uru suyu	Category:Oruro Department
Katiguriya:P'utuqsi suyu	Category:Potosí Department
Katiguriya:Distritu (Lima suyu)	Category:Districts of the Lima Region
Katiguriya:Pruwinsya (Chunwa Runallaqta Republika)	Category:Provinces of China
Katiguriya:Umalliq (Simbabwi)	Category:Presidents of Zimbabwe
Katiguriya:Umalliq (Kamirun)	Category:Presidents of Cameroon
Katiguriya:Kurku kallpanchaq (Kamirun)	Category:Cameroonian sportspeople
Katiguriya:Kilta rimay	Category:Celtic languages
Katiguriya:Kukimpu suyu	Category:Coquimbo Region
Katiguriya:Umalliq (Kirkisuyu)	Category:Presidents of Kyrgyzstan
Katiguriya:Umalliq (Tansania)	Category:Presidents of Tanzania
Chilliwa	Festuca dolichophylla
Firme y feliz por la unión	Firme y feliz por la unión
Francisca Zubiaga	Francisca Zubiaga y Bernales
Francisco de Laprida	Francisco Narciso de Laprida
