អាហ្វ្រិក	Africa
ចំណាត់ថ្នាក់ក្រុម:យន្តហោះយោធាគ្រូបណ្តុះបណ្តាល	Category:Military trainer aircraft
ចំណាត់ថ្នាក់ក្រុម:ទំព័រគំរូ សិទ្ធិ	Category:Rights templates
ទំព័រគំរូ:Tech-stub	Template:Tech-stub
ចំណាត់ថ្នាក់ក្រុម:Navigational boxes without horizontal lists	Category:Navigational boxes without horizontal lists
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសម៉ុងហ្គោល	Template:MNG
ទំព័រគំរូ:Pronunciation	Template:Pronunciation
ទំព័រគំរូ:Non-free newspaper image	Template:Non-free newspaper image
ចំណាត់ថ្នាក់ក្រុម:ចំនួនកុំផ្លិច	Category:Complex numbers
ចំណាត់ថ្នាក់ក្រុម:គ្រោង​វិភាគ	Category:Structural analysis
ចំណាត់ថ្នាក់ក្រុម:Subtemplates of Template Convert	Category:Subtemplates of Template Convert
ចំណាត់ថ្នាក់ក្រុម:User pfl	Category:User pfl
ចំណាត់ថ្នាក់ក្រុម:ទំព័រគំរូTOC	Category:Wikipedia table of contents templates
ទំព័រគំរូ:Image label begin	Template:Image label begin
ចំណាត់ថ្នាក់ក្រុម:រង្វង់និងស៊្វែរ	Category:Circles
ទំព័រគំរូ:Bg icon	Template:Bg icon
វិគីភីឌា:Requests	Wikipedia:Requests
ចំណាត់ថ្នាក់ក្រុម:កងកម្លាំងអាកាស	Category:Air forces
ចំណាត់ថ្នាក់ក្រុម:សាកលវិទ្យាល័យនៅប្រទេសជប៉ុន	Category:Universities and colleges in Japan
ទំព័រគំរូ:Pp-semi-usertalk	Template:Pp-semi-usertalk
ទំព័រគំរូ:Pp-semi-sock	Template:Pp-sock
វិគីភីឌា:សារ ទំព័រគំរូ/បោសសំអាត	Wikipedia:Template messages/Cleanup
ទំព័រគំរូ:Resources for collaboration	Template:Resources for collaboration
វិគីភីឌា:Community portal/Opentask	Wikipedia:Community portal/Opentask
ចំណាត់ថ្នាក់ក្រុម:គ្រឹះស្ថានឧត្តមសិក្សានៅកម្ពុជា	Category:Universities in Cambodia
ទំព័រគំរូ:ប្រតិទិន/Sun1stMonthStartThu	Template:Calendar/Sun1stMonthStartThu
ទំព័រគំរូ:GUAM countries	Template:GUAM Organization for Democracy and Economic Development
វិគីភីឌា:សារ ទំព័រគំរូ/Redirect pages	Wikipedia:Template messages/Redirect pages
ទំព័រគំរូ:BirthsInCentury	Template:Births in century
ចំណាត់ថ្នាក់ក្រុម:វប្បធម៌ខ្មែរ	Category:Cambodian culture
ទំព័រគំរូ:Ombox/core	Template:Ombox/core
ទំព័រគំរូ:US$	Template:US$
ទំព័រគំរូ:IPA-lo	Template:IPA-lo
ទំព័រគំរូ:Geodis	Template:Geodis
ចំណាត់ថ្នាក់ក្រុម:User en-1	Category:User en-1
ចំណាត់ថ្នាក់ក្រុម:Calendar templates	Category:Calendar templates
ចំណាត់ថ្នាក់ក្រុម:User de-1	Category:User de-1
ចំណាត់ថ្នាក់ក្រុម:Wikipedia protected templates	Category:Wikipedia protected templates
ទំព័រគំរូ:Asbox	Template:Asbox
ទំព័រគំរូ:Nowrap begin	Template:Nowrap begin
ទំព័រគំរូ:Marriage	Template:Marriage
ទំព័រគំរូ:Pre	Template:Pre
ទំព័រគំរូ:ខ្មែរក្រហម	Template:Khmer Rouge
ទំព័រគំរូ:ខ្លីមិនពេញលេញ ព្រះពុទ្ធសាសនា	Template:Buddhism-stub
ទំព័រគំរូ:ShadowsCommons	Template:ShadowsCommons
ទំព័រគំរូ:Split section	Template:Split section
ទំព័រគំរូ:Chaturanga diagram	Template:Chaturanga diagram
ទំព័រគំរូ:សេរីភាព	Template:Liberty
ទំព័រគំរូ:ែដលកំពុងរឺកចំេរីន	Template:Under construction
ទំព័រគំរូ:Not English	Template:Not English
ទំព័រគំរូ:Thank you	Template:Thank you
ទំព័រគំរូ:រដ្ឋ និងទឹកដីក្នុងមណ្ឌលឥទ្ធិពលជប៉ុនចក្រពត្តិកំឡុងសង្គ្រាមលោកលើកទី២	Template:States and territories in the sphere of influence of Imperial Japan during World War II
ទំព័រគំរូ:Isdoing	Template:Isdoing
ទំព័រគំរូ:Convert/AU	Template:Convert/AU
ទំព័រគំរូ:Philippine Presidents	Template:Philippine Presidents
ទំព័រគំរូ:សង្គ្រាមត្រជាក់	Template:Cold War
ទំព័រគំរូ:Infobox laboratory	Template:Infobox laboratory
ទំព័រគំរូ:ព្រះត្រៃបិដក	Template:PaliCanon
ទំព័រគំរូ:Pipe	Template:Pipe
ស្រុកកំរៀង	Kamrieng District
វិគីភីឌា:WikiProject Council/Guide	Wikipedia:WikiProject Council/Guide
វិគីភីឌា:WikiProject Council/Directory	Wikipedia:WikiProject Council/Directory
វិគីភីឌា:Tutorial/Keep in mind	Wikipedia:Tutorial/Keep in mind
ទំព័រគំរូ:Very large	Template:Very large
ទំព័រគំរូ:Organisation of Islamic Cooperation	Template:Organisation of Islamic Cooperation
ចំណាត់ថ្នាក់ក្រុម:កោះជ្វា	Category:Java
ទំព័រគំរូ:Frac	Template:Frac
ទំព័រគំរូ:Ntsh	Template:Ntsh
ជំនួយ:របារឧបករណ៍កែប្រែ	Help:Edit toolbar
វិគីភីឌា:គម្រោងវិគីជាបងប្អូន	Wikipedia:Wikimedia sister projects
ទំព័រគំរូ:Evalp	Template:Evalp
សាកលវិទ្យាល័យ​ត្រាវិញ	Tra Vinh University
ទំព័រគំរូ:Start date	Template:Start date
ទំព័រគំរូ:General geometry	Template:General geometry
ទំព័រគំរូ:MediaWiki	Template:MediaWiki
វិគីភីឌា:Contributing to Wikipedia	Wikipedia:Contributing to Wikipedia
ទំព័រគំរូ:Law	Template:Law
ចំណាត់ថ្នាក់ក្រុម:ការធ្វើសេចក្ដីរាយការណ៏ពត៌មាន	Report
ទំព័រគំរូ:International organizations	Template:International organizations
ទំព័រគំរូ:Mbox templates see also	Template:Mbox templates see also
ទំព័រគំរូ:Testcase	Template:Testcase
ទំព័រគំរូ:Infobox settlement/densdisp	Template:Infobox settlement/densdisp
ឃុំតាផូ	Ta Phou
ទំព័រគំរូ:WW2InfoBox	Template:WW2InfoBox
ទំព័រគំរូ:SMS	Template:SMS
ទំព័រគំរូ:Speedy deletion templates	Template:Speedy deletion templates
ទំព័រគំរូ:Religious text primary	Template:Religious text primary
ទំព័រគំរូ:Unknown	Template:Unknown
សង្កាត់អូរម៉ាល់	Ou Mal
ទំព័រគំរូ:Terminated	Template:Terminated
ទំព័រគំរូ:User zh-min-nan-3	Template:User nan-3
ទំព័រគំរូ:Dropped	Template:Dropped
ទំព័រគំរូ:កម្ពុជា	Template:Cambodia topics
ទំព័រគំរូ:Free	Template:Free
ទំព័រគំរូ:Bio-stub	Template:Bio-stub
ទំព័រគំរូ:Iblist name	Template:Iblist name
ទំព័រគំរូ:Db-t3	Template:Db-t3
ទំព័រគំរូ:មេដឹកនាំអាស៊ីអាគ្នេយ៍	Template:Southeast Asian leaders
ទំព័រគំរូ:Mooma artist	Template:Mooma artist
ទំព័រគំរូ:ការបោះឆ្នោតនៅកម្ពុជា	Template:Cambodian elections
វិគីភីឌា:Owl	Template:Owl
ទំព័រគំរូ:TranslatePassage	Template:TranslatePassage
ទំព័រគំរូ:អតីតអាណានិគមបារាំងនៅអាស៊ី និងអូសេអានី	Template:Former French colonies in Asia and Oceania
ទំព័រគំរូ:Misleading	Template:Misleading
ទំព័រគំរូ:សហភាពឥណ្ឌូចិន	Template:French Indochina
ទំព័រគំរូ:Three other uses	Template:Three other uses
ទំព័រគំរូ:Missing information	Template:Missing information
ទំព័រគំរូ:ចលនាឯករាជ្យវៀតណាម	Template:Vietnamese independence movement
ទំព័រគំរូ:Nonfree	Template:Nonfree
ទំព័រគំរូ:FPO number	Template:FPO number
វិគីភីឌា:Ribbons	Wikipedia:Ribbons
ទំព័រគំរូ:Db-g2	Template:Db-g2
ទំព័រគំរូ:Vatican City topics	Template:Vatican City topics
ទំព័រគំរូ:Redirect6	Template:Redirect6
ទំព័រគំរូ:Begin flag row	Template:Begin flag row
ទំព័រគំរូ:Ibdof name	Template:Ibdof name
ទំព័រគំរូ:Isfdb name	Template:Isfdb name
ទំព័រគំរូ:ប្រវត្តិសាស្ត្រភូមា	Template:History of Burma
ទំព័រគំរូ:Lang-my-name-MLCTS	Template:Lang-my-name-MLCTS
ទំព័រគំរូ:Table-experimental	Template:Table-experimental
ទំព័រគំរូ:Ibdof title	Template:Ibdof title
ទំព័រគំរូ:User km-1	Template:User km-1
ទំព័រគំរូ:Psychoanalysis	Template:Psychoanalysis
ទំព័រគំរូ:Herbs & spices	Template:Herbs & spices
ទំព័រគំរូ:Taxobox name	Template:Taxobox name
ទំព័រគំរូ:WSJ topic	Template:WSJ topic
ទំព័រគំរូ:Tim	Template:Tim
ទំព័រគំរូ:User km-3	Template:User km-3
ទំព័រគំរូ:Other category header templates	Template:Other category-header templates
ទំព័រគំរូ:User km-4	Template:User km-4
ទំព័រគំរូ:MINUTE	Template:MINUTE
ទំព័រគំរូ:YEARCC	Template:YEARCC
ទំព័រគំរូ:User km	Template:User km
ទំព័រគំរូ:Andorra topics	Template:Andorra topics
ទំព័រគំរូ:Football kit box	Template:Football kit box
ក្រសួងសេដ្ឋកិច្ច និងហិរញ្ញវត្ថុ	Ministry of Economy and Finance (Cambodia)
ទំព័រគំរូ:Elementbox isotopes decay	Template:Infobox element/isotopes decay
វិគីភីឌា:Scripts	Wikipedia:Scripts
ទំព័រគំរូ:User km-2	Template:User km-2
ទំព័រគំរូ:End flag row	Template:End flag row
ទំព័រគំរូ:End flag gallery	Template:End flag gallery
ទំព័រគំរូ:Ecommerce	Template:E-commerce
ទំព័រគំរូ:ប្រវត្តិសាស្ត្រលាវ	Template:History of Laos
ទំព័រគំរូ:YEARYY	Template:YEARYY
ទំព័រគំរូ:Incorrect	Template:Incorrect
ទំព័រគំរូ:Last edited by	Template:Last edited by
ទំព័រគំរូ:List navbox	Template:List navbox
ទំព័រគំរូ:ប្រវត្តិសាស្ត្រខ្មែរ	Template:History of Cambodia
ទំព័រគំរូ:La Francophonie	Template:La Francophonie
ទំព័រគំរូ:WikiProject Footer	Template:WikiProject Footer
ឃុំអូរប្រាសាទ	Ou Prasat
ទំព័រគំរូ:WSS	Template:WikiProject Stub sorting navbar
ទំព័រគំរូ:Tetl	Template:Tetl
មធ្យមអ៊ីដង់ទ្រិច	Identric mean
វិគីភីឌា:អំពី ប្រអប់ខ្សាច់	Wikipedia:About the Sandbox
វិគីភីឌា:Tutorial/Wrap-up and more info	Wikipedia:Tutorial/Wrap-up and more info
វិគីភីឌា:Project namespace	Wikipedia:Project namespace
ទំព័រគំរូ:User Recently Discovered Userboxes	Template:User Recently Discovered Userboxes
វិគីភីឌា:សារ ទំព័រគំរូ/Disputes	Wikipedia:Template messages/Disputes
ទំព័រគំរូ:ចក្រភពនាយសមុទ្ររបស់បារាំង	Template:French overseas empire
វិគីភីឌា:Service awards	Wikipedia:Service awards
វិគីភីឌា:Kindness Campaign	Wikipedia:Kindness Campaign
ទំព័រគំរូ:ព្រះពុទ្ធសាសនាថេរវាទ	Template:Theravada Buddhism
វិគីភីឌា:ពានរង្វាន់	Wikipedia:Awards
ទំព័រគំរូ:Possible	Template:Possible
ទំព័រគំរូ:Normalwraplink	Template:Normalwraplink
ទំព័រគំរូ:Magnify icon	Template:Magnify icon
ទំព័រគំរូ:Specialpageslist	Template:Specialpageslist
វិគីភីឌា:Hatnotes	Wikipedia:Hatnote
ទំព័រគំរូ:National flags	Template:National flags
ទំព័រគំរូ:Loc	Template:Loc
