ਅਫ਼ਰੀਕਾ	Africa
ਫਰਮਾ:ਜਰਮਨ ਸੰਘੀ ਰਾਜ	Template:German Federal States
ਅਮਰੀਕਾ ਦੀ ਹਾਇਕੂ ਸੁਸਾਇਟੀ	Haiku Society of America
ਅੰਗਰੇਜ਼ੀ ਵਿੱਚ ਹਾਇਕੂ	Haiku in English
ਹਾਕਮ ਸੂਫ਼ੀ	Hakam Sufi
ਫਰਮਾ:Infobox writing system	Template:Infobox writing system
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਫ਼ੌਜੀ ਇਨਾਮ	Template:Infobox military award
ਫਰਮਾ:Lx	Template:Lx
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ	Template:Country data
ਫਰਮਾ:User ru-4	Template:User ru-4
ਹਮ ਹਿੰਦੂ ਨਹੀਂ	Ham Hindu Nahin
ਫਰਮਾ:Won	Template:Won
ਹਮੀਰਪੁਰ ਲੋਕ ਸਭਾ ਹਲਕਾ (ਉੱਤਰ ਪ੍ਰਦੇਸ਼)	Hamirpur, Uttar Pradesh (Lok Sabha constituency)
ਫਰਮਾ:Tnavbar-collapsible	Template:Navbar-collapsible
ਫਰਮਾ:Pp-template	Template:Pp-template
ਫਰਮਾ:User nl-1	Template:User nl-1
ਫਰਮਾ:ਵਿਕਸ਼ਨਰੀ	Template:Wiktionary
ਫਰਮਾ:User nl-2	Template:User nl-2
ਫਰਮਾ:Wikibreak	Template:Wikibreak
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਸਵੀਡਨ	Template:Country data Sweden
ਲਾਲਾ ਹਰਦਿਆਲ	Har Dayal
ਫਰਮਾ:Lang-crh	Template:Lang-crh
ਫਰਮਾ:MongolUnicode	Template:MongolUnicode
ਜਨਰਲ ਹਰਬਖ਼ਸ਼ ਸਿੰਘ	Harbaksh Singh
ਹਰਬੰਸ ਮੁਖੀਆ	Harbans Mukhia
ਹਰਭਜਨ ਮਾਨ	Harbhajan Mann
ਹਰਭਜਨ ਸਿੰਘ (ਕਵੀ)	Harbhajan Singh (poet)
ਫਰਮਾ:ਮੈਂਬਰ ਤਾਜ਼ਾ ਤਬਦੀਲੀਆਂ	Template:User wikipedia/RC Patrol
ਹਰਚੰਦ ਸਿੰਘ ਲੌਂਗੋਵਾਲ	Harcharan Singh Longowal
ਹਰਦੇਵ ਦਿਲਗੀਰ	Hardev Dilgir
ਹਰਦੋਈ ਲੋਕ ਸਭਾ ਹਲਕਾ	Hardoi (Lok Sabha constituency)
ਹਾੜ	Harh
ਹਰੀ ਸਿੰਘ ਦਿਲਬਰ	Hari Singh Dilbar
ਹਰੀਕੇ ਪੱਤਣ	Harike Wetland
ਹਰਿਓਂ ਕਲਾਂ (ਬਲਾਕ ਖੰਨਾ)	Harion Kalan, India
ਹਰਜੰਟ ਗਿੱਲ	Harjant Gill
ਹਰਜੀਤ ਅਟਵਾਲ	Harjeet Atwal
ਹਰਕੀਰਤ ਸਿੰਘ (ਜਨਰਲ)	Harkirat Singh (general)
ਹਰਨਾਮ ਸਿੰਘ ਸੈਣੀ	Harnam Singh Saini
ਹਰਪਾਲ ਟਿਵਾਣਾ	Harpal Tiwana
ਫਰਮਾ:R	Template:R
ਸ਼੍ਰੇਣੀ:ਭਾਰਤੀ ਫ਼ਿਲਮਾਂ	Category:Indian films
ਫਰਮਾ:Lang-hr	Template:Lang-hr
ਹਰਸ਼ ਮੰਦਰ	Harsh Mander
ਸ਼੍ਰੇਣੀ:ਅਮਰੀਕਾ ਦੀਆਂ ਮੁਦਰਾਵਾਂ	Category:Currencies of the Americas
ਫਰਮਾ:Lang-sr	Template:Lang-sr
ਫਰਮਾ:ਦੁਨੀਆਂ ਦੇ ਪ੍ਰਾਚੀਨ ਸੱਤ ਅਜੂਬੇ	Template:Seven Wonders of the Ancient World
ਹਾਸ਼ਮ ਸ਼ਾਹ	Hashim (poet)
ਹਸਰਤ ਜੈਪੁਰੀ	Hasrat Jaipuri
ਹਾਥਰਸ ਲੋਕ ਸਭਾ ਹਲਕਾ	Hathras (Lok Sabha constituency)
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਵਸੋਂ	Template:Infobox settlement
ਹੀਨਾ ਸਿੱਧੂ	Heena Sidhu
ਆਰਬੋਰੇਟਮ ਨੌਰ	Arboretum Norr
ਹੇਮੰਤ ਜੋਸ਼ੀ	Hemant Joshi
ਹੇਮੰਤ ਸ਼ੇਸ਼	Hemant Shesh
ਹੇਮੂ ਕਾਲਾਣੀ	Hemu Kalani
ਅੰਦਾਜ਼ਨ (Circa)	Circa
ਫਰਮਾ:User ru	Template:User ru
ਸ਼੍ਰੇਣੀ:20ਵੀਂ ਸਦੀ	Category:20th century
ਫਰਮਾ:IPA	Template:IPA
ਲਵਲੀ ਪ੍ਰੋਫੈਸ਼ਨਲ ਯੂਨੀਵਰਸਿਟੀ	Lovely Professional University
ਆਲਕਾਲਾ ਦੇ ਲੌਸ ਗਾਥੂਲੇਸ ਦਾ ਕਿਲਾ	Castle of Alcalá de los Gazules
ਸੋਤੋ ਕਿਲਾ (ਆਲੇਰ)	Castle of Soto (Aller)
ਹਿੰਦੂ ਵਿਆਹ ਐਕਟ	Hindu Marriage Act
ਫਰਮਾ:ਬਾਰੇ	Template:About
ਹਿੰਦੁਸਤਾਨ ਗ਼ਦਰ	Hindustan Ghadar
ਮਹਾਰਾਜਾ ਹੀਰਾ ਸਿੰਘ	Hira Singh Nabha
ਇਗਲੇਸੀਆ ਦੇ ਸਾਨ ਖ਼ੁਆਨ (ਪ੍ਰੀਓਰੀਓ)	Iglesia de San Juan (Priorio)
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਸੋਵੀਅਤ ਸੰਘ	Template:Country data Soviet Union
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਭਾਰਤ	Template:Country data India
ਫਰਮਾ:Rellink	Template:Rellink
ਫਰਮਾ:ਕੀ ਤੁਸੀਂ ਜਾਣਦੇ ਹੋ	Template:Did you know
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਟੀਵੀ ਚੈਨਲ	Template:Infobox television channel
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਨਸਲੀ ਵਰਗ	Template:Infobox ethnic group
ਫਰਮਾ:MONTHNAME	Template:MONTHNAME
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਵੈਨੇਜ਼ੁਏਲਾ	Template:Country data Venezuela
ਫਰਮਾ:Infobox officeholder	Template:Infobox officeholder
ਫਰਮਾ:ਨੋਬਲ ਇਨਾਮ	Template:Nobel Prizes
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਅੰਡੋਰਾ	Template:Country data Andorra
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਸੁਰੱਖਿਅਤ ਇਲਾਕਾ	Template:Infobox protected area
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਪੁਰਤਗਾਲ	Template:Country data Portugal
ਫਰਮਾ:MONTHNUMBER	Template:MONTHNUMBER
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਵੈਟੀਕਨ ਸ਼ਹਿਰ	Template:Country data Vatican City
ਫਰਮਾ:ਪਾਈ	Template:Pi
ਫਰਮਾ:Taxobox colour	Template:Taxobox colour
ਸ਼੍ਰੇਣੀ:ਦੇਸ਼ ਸਮੱਗਰੀ ਫਰਮੇ	Category:Country data templates
ਫਰਮਾ:Namespace detect	Template:Namespace detect
ਫਰਮਾ:Logo fur	Template:Non-free use rationale logo
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਇੰਗਲੈਂਡ	Template:Country data England
ਫਰਮਾ:ਓਸ਼ੇਨੀਆ ਦੇ ਦੇਸ਼	Template:Countries and territories of Oceania
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਤੁਰਕੀ	Template:Country data Turkey
ਸ਼੍ਰੇਣੀ:ਲੇਖਕ	Category:Writers
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਸਾਈਪ੍ਰਸ	Template:Country data Cyprus
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਸਵਿਟਜ਼ਰਲੈਂਡ	Template:Country data Switzerland
ਫਰਮਾ:Lang-cs	Template:Lang-cs
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਬੈਲਾਰੂਸ	Template:Country data Belarus
ਫਰਮਾ:ਜਰਮਨੀ ਦੇ ਰਾਜ	Template:States of the Federal Republic of Germany
ਫਰਮਾ:Infobox Olympic event	Template:Infobox Olympic event
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਗਰੀਨਲੈਂਡ	Template:Country data Greenland
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਅਰਮੀਨੀਆ	Template:Country data Armenia
ਖ਼ੇਸੂਸ ਦੇ ਨਾਸਾਰੇਨੋ ਗਿਰਜਾਘਰ (ਕੁਦੀਯੈਰੋ)	Iglesia de Jesús de Nazareno (Cudillero)
ਫਰਮਾ:Infobox election	Template:Infobox election
ਫਰਮਾ:Lang-he	Template:Lang-he
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਤਾਈਵਾਨ	Template:Country data Taiwan
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਕਜ਼ਾਖ਼ਸਤਾਨ	Template:Country data Kazakhstan
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਸਲੋਵੇਨੀਆ	Template:Country data Slovenia
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਲਿਬਨਾਨ	Template:Country data Lebanon
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਕਿਤਾਬ	Template:Infobox book
ਫਰਮਾ:User pt-1	Template:User pt-1
ਫਰਮਾ:Lang-ku	Template:Lang-ku
ਸ਼੍ਰੇਣੀ:ਜਨਵਰੀ	Category:January
ਫਰਮਾ:ਕਾਲਕ ਸਾਰਨੀ	Template:Periodic table (32 columns, compact)
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਨਾਗਰਿਕ ਹੱਲਾ	Template:Infobox civilian attack
ਫਰਮਾ:User oc-4	Template:User oc-4
ਫਰਮਾ:User pl	Template:User pl
ਫਰਮਾ:User nl	Template:User nl
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਵੈੱਬਸਾਈਟ	Template:Infobox website
ਫਰਮਾ:ਭਾਰਤੀ ਧਰਮ	Template:Religion topics
ਫਰਮਾ:User no-2	Template:User no-2
ਫਰਮਾ:ਲੁਕਵੀਂਸ਼੍ਰੇਣੀ	Template:Hidden category
ਫਰਮਾ:Documentation subpage	Template:Documentation subpage
ਫਰਮਾ:ਆਸਟਰੇਲੀਆ ਦੇ ਰਾਜ ਅਤੇ ਰਾਜਖੇਤਰ	Template:States and territories of Australia
ਫਰਮਾ:ਭਾਰਤ ਦੇ ਰਾਜ	Template:States and Union Territories of India
ਫਰਮਾ:ਮਨੁੱਖੀ ਅੰਗ ਅਤੇ ਪ੍ਰਣਾਲੀਆਂ	Template:Human systems and organs
ਫਰਮਾ:ਗੱਲਬਾਤ ਸਿਰਲੇਖ	Template:Talk header
ਫਰਮਾ:CcTLD	Template:CcTLD
ਹੋਮੀ ਮੋਤੀਵਾਲਾ	Homi Motivala
ਫਰਮਾ:Lang-my-fonts	Template:Script/Mymr
ਹੋਦ ਚਿੱਲੜ ਕਾਂਡ	Hondh-Chillar massacre
ਫਰਮਾ:8TeamBracket-with third	Template:8TeamBracket
ਫਰਮਾ:Rtl-lang	Template:Rtl-lang
ਫਰਮਾ:Tlx	Template:Tlx
ਫਰਮਾ:ਮੈਕਸੀਕੋ ਦੇ ਰਾਜ	Template:States of Mexico
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਪੁਲਾੜ ਏਜੰਸੀ	Template:Infobox space agency
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਖੇਡ	Template:Infobox sport
ਫਰਮਾ:Lang-de	Template:Lang-de
ਫਰਮਾ:ਦੇਸ਼ ਸਮੱਗਰੀ ਆਸਟਰੀਆ-ਹੰਗਰੀ	Template:Country data Austria-Hungary
ਹਾਰਨ ਓਕੇ ਪਲੀਜ਼	Horn OK Please
ਫਰਮਾ:Infobox sportsperson	Template:Infobox sportsperson
ਫਰਮਾ:Lang-la	Template:Lang-la
ਫਰਮਾ:ਗਿਆਨਸੰਦੂਕ ਇਮਾਰਤ	Template:Infobox building
ਹੁਸ਼ਿਆਰਪੁਰ (ਲੋਕ ਸਭਾ ਚੋਣ-ਹਲਕਾ)	Hoshiarpur (Lok Sabha constituency)
ਨੁਏਸਤਰਾ ਸੇਨਿਓਰਾ ਦੇਲ ਮਨਜ਼ਾਨੋ ਗਿਰਜਾਘਰ	Church of Nuestra Señora del Manzano
ਸਾਨ ਆਂਦਰੇਸ ਗਿਰਜਾਘਰ (ਐੱਲ ਐਨਤੇਰੇਗੋ)	Iglesia de San Andrés (El Entrego)
ਫਰਮਾ:Goal	Template:Goal
ਫਰਮਾ:ਚੀਨ ਦੇ ਸੂਬਾ-ਪੱਧਰੀ ਵਿਭਾਗ	Template:Province-level divisions of China
ਫਰਮਾ:ਨਿਊਯਾਰਕ ਸਰਾਫ਼ਾ ਬਜ਼ਾਰ	Template:New York Stock Exchange
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਜਰਮਨ ਟਿਕਾਣਾ	Template:Infobox German location
ਫਰਮਾ:Lang-my	Template:Lang-my
ਫਰਮਾ:Stack	Template:Stack
ਫਰਮਾ:Infobox church	Template:Infobox church
ਫਰਮਾ:ਉੱਤਰੀ ਅਮਰੀਕੀ ਦੇਸ਼ਾਂ ਦੀਆਂ ਰਾਜਧਾਨੀਆਂ	Template:List of North American capitals
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਜੰਗੀ ਕਲਾ	Template:Infobox martial art
ਫਰਮਾ:Lang-af	Template:Lang-af
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਇਸਾਈ ਆਗੂ	Template:Infobox Christian leader
ਪੁਰਸ਼ੋਤਮ ਲਾਲ	Purushottama Lal
ਸਾਨ ਸਾਈਤਾਨੋ ਗਿਰਜਾਘਰ (ਮਾਦਰਿਦ)	San Cayetano Church, Madrid
ਹਮਸਫ਼ਰ (ਟੀਵੀ ਡਰਾਮਾ)	Humsafar
ਹਮਸਫ਼ਰ (ਨਾਵਲ)	Humsafar (novel)
ਹੰਗਾਮਾ ਹੈ ਕਿਉਂ ਬਰਪਾ	Hungama Hai Kyon Barpa
ਲੋਦਾਰੇਸ ਦਾ ਰਸਤਾ	Passage of Lodares
ਹੈਦਰ ਬਖ਼ਸ਼ ਜਤੋਈ	Hyder Bux Jatoi
ਫਰਮਾ:ਸਪਸ਼ਟੀਕਰਨ	Template:Clarify
ਹਾਸ ਰਸ	Hāsya
ਫਰਮਾ:Lorem Ipsum	Template:Lorem ipsum
ਫਰਮਾ:Football box	Template:Football box
ਫਰਮਾ:Emergency-bot-shutoff	Template:Emergency-bot-shutoff
ਫਰਮਾ:User pl-1	Template:User pl-1
ਈਦਗਾਹ (ਕਹਾਣੀ)	Idgah (short story)
ਇਦਰੀਸ ਆਜ਼ਾਦ	Idris Azad
ਸਾਨ ਆਂਦਰੇਸ ਗਿਰਜਾਘਰ (ਬੇਦਰੀਞਾਨਾ)	Iglesia de San Andrés (Bedriñana)
ਸਾਨ ਬਾਰਤੋਲੋਮੇ ਗਿਰਜਾਘਰ (ਪੁਐਯਿਸ)	Iglesia de San Bartolomé (Puelles)
ਸਾਨ ਸੀਪਰੀਆਨੋ (ਇਨਫ਼ੀਐਸਤੋ)	Iglesia de San Cipriano (Infiesto)
ਸਾਨ ਈਸੀਦੋਰੋ ਗਿਰਜਾਘਰ (ਓਬੀਐਦੋ)	Iglesia de San Isidoro (Oviedo)
ਸਾਨ ਖ਼ੌਰਖ਼ੇ (ਮਾਨਥਾਨੇਦਾ)	Iglesia de San Jorge (Manzaneda)
ਇਗਲੇਸੀਆ ਦੇ ਸਾਨ ਖ਼ੁਆਨ (ਅਮਾਂਦੀ)	Iglesia de San Juan (Amandi)
ਇਗਲੇਸੀਆ ਦੇ ਸਾਨ ਖ਼ੁਆਨ (ਕਾਮੋਕਾ)	Iglesia de San Juan (Camoca)
ਸਾਨ ਨਿਕੋਲਾਸ ਗਿਰਜਾਘਰ (ਬੀਯੋਰੀਆ)	Iglesia de San Nicolás (Villoria)
ਸਾਨ ਪੇਦਰੋ ਗਿਰਜਾਘਰ (ਏਸੇ ਦੇ ਕਾਯੇਰਾਸ)	Iglesia de San Pedro (Ese de Calleras)
ਸਾਨ ਪੇਦਰੋ ਗਿਰਜਾਘਰ (ਮੈਸਤਾਸ ਦੇ ਕੌਨ)	Iglesia de San Pedro (Mestas de Con)
ਸਾਨ ਪੇਦਰੋ ਗਿਰਜਾਘਰ (ਆਈਏਸ)	Iglesia de San Pedro (Alles)
ਸਾਨ ਰੋਮਾਨ ਗਿਰਜਾਘਰ (ਸਾਰੀਐਗੋ)	Iglesia de San Román (Sariego)
ਸਾਨ ਸਾਲਵਾਦੋਰ ਗਿਰਜਾਘਰ (ਫ਼ੁਐਂਤਿਸ)	Iglesia de San Salvador (Fuentes)
ਸਾਂਤਾ ਬਾਰਬਾਰਾ ਗਿਰਜਾਘਰ (ਯਾਰਾਨਿਸ)	Iglesia de Santa Bárbara (Llaranes)
ਸਾਂਤਾ ਸਿਸੀਲੀਆ ਗਿਰਜਾਘਰ (ਕਰੇਨੀਆਸ)	Iglesia de Santa Cecilia (Careñes)
ਸਾਂਤਾ ਅਊਲਾਲੀਆ ਗਿਰਜਾਘਰ (ਸੇਲੋਰੀਓ)	Iglesia de Santa Eulalia (Selorio)
ਸਾਂਤਾ ਮਾਰੀਨਾ ਗਿਰਜਾਘਰ (ਪੁਇਰਤੋ ਦੇ ਬੇਗਾ)	Iglesia de Santa Marina (Puerto de Vega)
ਸਾਂਤਾ ਮਾਰੀਆ ਗਿਰਜਾਘਰ (ਆਰਬਾਸਾਲ)	Iglesia de Santa María (Arbazal)
ਸਾਂਤਾ ਮਾਰੀਆ ਗਿਰਜਾਘਰ (ਆਰਸਾਬਾਲ)	Iglesia de Santa María (Arzabal)
ਸਾਂਤਾ ਮਾਰੀਆ ਗਿਰਜਾਘਰ (ਲੀਮਾਨਿਸ)	Iglesia de Santa María (Limanes)
ਸਾਂਤਾ ਮਾਰੀਆ ਗਿਰਜਾਘਰ (ਲੂਗਾਸ)	Iglesia de Santa María (Lugás)
ਸਾਂਤਾ ਮਾਰੀਆ ਗਿਰਜਾਘਰ (ਲੁਆਂਕੋ)	Iglesia de Santa María (Luanco)
ਸਾਂਤਾ ਮਾਰੀਆ ਗਿਰਜਾਘਰ (ਮੀਆਨ)	Iglesia de Santa María (Mián)
ਸਾਂਤਾ ਮਾਰੀਆ ਗਿਰਜਾਘਰ (ਨੋਰੈਞੋ)	Iglesia de Santa María (Noreña)
ਸਾਂਤਾ ਮਾਰੀਆ ਗਿਰਜਾਘਰ (ਓਬੀਐਦੋ)	Iglesia de Santa María (Oviedo)
ਸਾਂਤਾ ਮਾਰੀਆ ਗਿਰਜਾਘਰ (ਪੀਏਦੇਲੋਰੋ)	Iglesia de Santa María (Piedeloro)
ਸਾਂਤਾ ਮਾਰੀਆ ਗਿਰਜਾਘਰ (ਸੇਬਰਾਈਓ)	Iglesia de Santa María (Sebrayo)
ਸਾਂਤਾ ਮਾਰੀਆ ਗਿਰਜਾਘਰ (ਸੋਤੋ ਦੇ ਲੂਈਞਾ)	Iglesia de Santa María (Soto de Luiña)
ਸਾਂਤਾ ਮਾਰੀਆ ਗਿਰਜਾਘਰ (ਬਾਲਦੇਦੀਓਸ)	Iglesia de Santa María (Valdediós)
ਸਾਂਤਾ ਮਾਰੀਆ ਗਿਰਜਾਘਰ (ਬੀਆਮਾਈਓਰ)	Iglesia de Santa María (Villamayor)
ਸਾਂਤਿਆਗੋ ਗਿਰਜਾਘਰ (ਆਰਲੋਸ)	Iglesia de Santiago (Arlós)
ਸਾਂਤੀਆਗੋ ਐੱਲ ਮਾਈਓਰ ਗਿਰਜਾਘਰ (ਸਾਰੀਐਗੋ)	Iglesia de Santiago el Mayor (Sariego)
ਸਾਂਤੋ ਦੋਮਿੰਗੋ ਗਿਰਜਾਘਰ (ਓਬੀਐਦੋ)	Iglesia de Santo Domingo (Oviedo)
ਸਾਂਤੋ ਤੋਮਾਸ ਗਿਰਜਾਘਰ (ਕੋਰੋ)	Iglesia de Santo Tomás (Coro)
ਸਾਂਤੋ ਤੋਮੇ ਗਿਰਜਾਘਰ (ਪਰੀਆਂਦੀ)	Iglesia de Santo Tomé (Priandi)
ਇਨਕਾਰਨਾਸੀਓਨ ਗਿਰਜਾਘਰ	Iglesia de la Encarnación (Marbella)
ਲਾ ਬੀਰਖ਼ਿਨ ਦੇ ਲਾ ਗੀਆ ਗਿਰਜਾਘਰ (ਯਾਨਿਸ)	Iglesia de la Virgen de la Guía (Llanes)
ਇਕੋਲਾਹੀ	Ikolahi
ਈਮਾਨ ਮਰਸਲ	Iman Mersal
ਫਰਮਾ:User fr-3	Template:User fr-3
ਸ਼੍ਰੇਣੀ:ਜਣਨ ਦੀ ਕਿਤਾਬ	Category:Book of Genesis
ਇਨਾਇਤ ਹੁਸੈਨ ਭੱਟੀ	Inayat Hussain Bhatti
ਇੰਦਰ ਸਿੰਘ ਨਾਮਧਾਰੀ	Inder Singh Namdhari
ਇੰਦਰਜੀਤ ਹਸਨਪੁਰੀ	Inderjit Hasanpuri
ਫਰਮਾ:ਹਿਸਾਬ	Template:Math
ਭਾਰਤੀ ਅੰਗਰੇਜ਼ੀ ਸਾਹਿਤ	Indian English literature
ਭਾਰਤੀ ਵਿਦੇਸ਼ ਸੇਵਾਵਾਂ	Indian Foreign Service
ਹੋਮ ਰੂਲ ਅੰਦੋਲਨ	Indian Home Rule movement
ਭਾਰਤੀ ਨਾਰੀ ਵਿਗਿਆਨੀ ਸਭਾ	Indian Women Scientists' Association
ਇੰਦਰਜੀਤ ਗੁਪਤਾ	Indrajit Gupta
ਫਰਮਾ:Pp-meta	Template:Pp-meta
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਦਵਾਈ	Template:Infobox drug
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਸਟੇਡੀਅਮ	Template:Infobox venue
ਇਨਕਲਾਬ ਜ਼ਿੰਦਾਬਾਦ	Inquilab Zindabad
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਸਾਬਕਾ ਦੇਸ਼	Template:Infobox former country
ਫਰਮਾ:JPN	Template:JPN
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਖਾੜਕੂ ਜੱਥੇਬੰਦੀ	Template:Infobox militant organization
ਫਰਮਾ:Precision	Template:Precision
ਫਰਮਾ:CSS IPA vowel chart	Template:IPA chart/table vowels
ਫਰਮਾ:ਗਿਆਨਸੰਦੂਕ ਅੰਤਰਰਾਸ਼ਟਰੀ ਫੁੱਟਬਾਲ ਮੁਕਾਬਲਾ	Template:Infobox international football competition
ਫਰਮਾ:User lt	Template:User lt
ਫਰਮਾ:User nds-1	Template:User nds-1
ਫਰਮਾ:Infobox tennis biography	Template:Infobox tennis biography
ਇੰਤਜ਼ਾਰ ਹੁਸੈਨ	Intizar Hussain
ਫਰਮਾ:La icon	Template:La icon
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਐੱਫ਼ ਵਨ ਚਾਲਕ	Template:Infobox F1 driver
ਫਰਮਾ:Xpd0	Template:Xpd0
ਫਰਮਾ:Mbox	Template:Mbox
ਫਰਮਾ:Infobox artwork	Template:Infobox artwork
ਇਕਬਾਲ ਬਾਨੋ	Iqbal Bano
ਫਰਮਾ:ਗੁਣਕ/ਕੜੀ	Template:Coord/link
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਯੂਕੇ ਦੀ ਥਾਂ	Template:Infobox UK place
ਇਰਫਾਨ ਆਬਿਦੀ	Irfan Abidi
ਫਰਮਾ:Lt	Template:Lt icon
ਬਟੇਰ	Quail
ਇਰਸ਼ਾਦ ਕਾਮਿਲ	Irshad Kamil
ਫਰਮਾ:Infobox Continent	Template:Infobox continent
ਫਰਮਾ:Date	Template:Date
ਈਸ਼ਰ ਸਿੰਘ ਈਸ਼ਰ	Ishar Singh (poet)
ਇਸ਼ਰਤ ਜਹਾਂ ਝੂਠਾ ਪੁਲੀਸ ਮੁਕਾਬਲਾ ਕੇਸ	Ishrat Jahan case
ਈਸ਼ਵਰ ਕੰਵਰ ਪੁਰੀ	Ishwar Puri
ਫਰਮਾ:User is-1	Template:User is-1
ਈਸੜੂ	Issru
ਫਰਮਾ:User SUL	Template:User SUL Box
ਫਰਮਾ:ਹਫ਼ਤੇ ਦੇ ਦਿਨ	Template:Days of the week
ਰਵਿੰਦਰ ਗਰੇਵਾਲ	Ravinder Grewal
ਵੋਟਰ-ਤਸਦੀਕ ਕਾਗ਼ਜ਼ੀ ਪੜਤਾਲ ਨਿਸ਼ਾਨ	Voter-verified paper audit trail
ਜਾਪੁ ਸਾਹਿਬ	Jaap Sahib
ਉਪਨਿਸ਼ਦ	Upanishads
ਫਰਮਾ:Multicol-break	Template:Multicol-break
ਜਗਨਨਾਥ ਆਜ਼ਾਦ	Jagan Nath Azad
ਜਗਨਨਾਥ ਸਰਕਾਰ	Jagannath Sarkar
ਪੰਡਿਤਰਾਜ ਜਗਨਨਾਥ	Jagannatha Pandita Rayalu
ਜਗਬੀਰ ਸਿੰਘ ਛੀਨਾ	Jagbir Singh Chhina
ਜਗਦੀਸ਼ ਚੰਦਰ ਮਾਥੁਰ	Jagdish Chandra Mathur
ਜੱਗਾ ਜੱਟ	Jagga Jatt
ਜਗਜੀਤ ਸਿੰਘ ਚੌਹਾਨ	Jagjit Singh Chauhan
ਜੈ ਹਿੰਦ	Jai Hind
ਜੈਨੇਂਦਰ ਕੁਮਾਰ	Jainendra Kumar
ਸ਼੍ਰੇਣੀ:ਬਾਡਨ-ਵਿਊਟਮਬਰਕ ਦੇ ਸ਼ਹਿਰ	Category:Cities in Baden-Württemberg
ਜਲਾਲ	Jalal, Punjab
ਸੱਯਦ ਜਲਾਲ ਉੱਦ ਦੀਨ ਸੁਰਖ਼ ਬੁਖ਼ਾਰੀ	Jalaluddin Surkh-Posh Bukhari
ਜਲੰਧਰ (ਲੋਕ ਸਭਾ ਚੋਣ-ਹਲਕਾ)	Jalandhar (Lok Sabha constituency)
ਜਲੰਧਰ ਦੈਂਤ	Jalandhara
ਜਾਲੌਨ ਲੋਕ ਸਭਾ ਹਲਕਾ	Jalaun (Lok Sabha constituency)
ਸ਼੍ਰੇਣੀ:ਹੇਠਲਾ ਜ਼ਾਕਸਨ ਦੇ ਸ਼ਹਿਰ	Category:Cities in Lower Saxony
ਫਰਮਾ:Infobox game	Template:Infobox game
ਫਰਮਾ:Lang-ru	Template:Lang-ru
ਫਰਮਾ:Sort	Template:Sort
ਫਰਮਾ:Br separated entries	Template:Br separated entries
ਫਰਮਾ:ਜਾਣਕਾਰੀਡੱਬਾ ਸੰਤ	Template:Infobox saint
ਕਿਲ੍ਹਾ ਜਮਰੌਦ	Jamrud Fort
