આફ્રિકા	Africa
ઢાંચો:Fake heading	Template:Fake heading
ઇસ પ્યાર કો ક્યા નામ દું?	Iss Pyaar Ko Kya Naam Doon?
ઢાંચો:અઠવાડિયાના વારનાં નામો	Template:Days of the week
ઢાંચો:Nobold	Template:Nobold
ઉપનિષદ	Upanishads
ઢાંચો:Multicol-break	Template:Multicol-break
જય હિન્દ	Jai Hind (newspaper)
ઢાંચો:Infobox game	Template:Infobox game
ઢાંચો:Country data West Germany	Template:Country data West Germany
ઢાંચો:Lang-ru	Template:Lang-ru
ઢાંચો:Country data East Germany	Template:Country data East Germany
શ્રેણી:Images	Category:Wikipedia images
ઢાંચો:Polytonic	Template:Polytonic
ઢાંચો:Country data Kingdom of the Netherlands	Template:Country data Kingdom of the Netherlands
ઢાંચો:Family tree/start	Template:Family tree/start
ઢાંચો:URL	Template:URL
ઢાંચો:સંદિગ્ધ શીર્ષક	Template:Disambiguation
ઢાંચો:User gu-2	Template:User gu-2
ઢાંચો:No	Template:Not done
ઢાંચો:Plainlist	Template:Plainlist
ઢાંચો:Doi	Template:Doi
ઢાંચો:Fb	Template:Fb
ઢાંચો:Partial	Template:Partial
ઢાંચો:Country data Madeira	Template:Country data Madeira
ઢાંચો:Country data Azores	Template:Country data Azores
ઢાંચો:જીવનકાળ	Template:Lifetime
ઢાંચો:Infobox film	Template:Infobox film
ઢાંચો:Order of magnitude	Template:Order of magnitude
ઢાંચો:Country data Ottoman Empire	Template:Country data Ottoman Empire
ઢાંચો:Nutritionalvalue	Template:Infobox nutritional value
ઢાંચો:User sandbox	Template:User sandbox
ઢાંચો:Infobox philosopher	Template:Infobox philosopher
ઢાંચો:High-risk	Template:High-risk
ઢાંચો:Infobox organisation	Template:Infobox organization
ઢાંચો:Audio-IPA	Template:Audio-IPA
ઢાંચો:CategoryTOC	Template:Category TOC
ઢાંચો:Infobox treaty	Template:Infobox treaty
ઢાંચો:Str rightc	Template:Str rightc
ઢાંચો:Infobox military installation	Template:Infobox military installation
શંકરસિંહ વાઘેલા	Shankersinh Vaghela
શ્રેણી:મધ્ય પ્રદેશના જિલ્લાઓ	Category:Districts of Madhya Pradesh
ઢાંચો:Infobox museum	Template:Infobox museum
ઢાંચો:Lang-fr	Template:Lang-fr
ઢાંચો:FRA	Template:FRA
ઢાંચો:હિંદુ દેવી દેવતા અને ગ્રંથ	Template:Hindu deities and texts
ઢાંચો:Pending	Template:Pending
ઢાંચો:માહિતીચોકઠું વ્યક્તિ	Template:Infobox person
ઢાંચો:Geological range	Template:Geological range
ઢાંચો:?	Template:?
ઢાંચો:Country data Kingdom of Ireland	Template:Country data Kingdom of Ireland
ઢાંચો:Country data Lordship of Ireland	Template:Country data Lordship of Ireland
ઢાંચો:Country data Israel	Template:Country data Israel
ઢાંચો:Country data Ukraine	Template:Country data Ukraine
ઢાંચો:Country data Colombia	Template:Country data Colombia
ઢાંચો:Country data Pakistan	Template:Country data Pakistan
ઢાંચો:Country data Ghana	Template:Country data Ghana
ઢાંચો:Country data South Korea	Template:Country data South Korea
શ્રેણી:કેરળ	Category:Kerala
ઢાંચો:Politics of Asia templates	Template:Politics of Asia templates
ઢાંચો:Convert	Template:Convert
ઢાંચો:Country data Sint Eustatius	Template:Country data Sint Eustatius
ઢાંચો:Infobox football tournament	Template:Infobox football tournament
ઢાંચો:Copy edit	Template:Copy edit
ઢાંચો:Coord	Template:Coord
ઢાંચો:Country data Idaho	Template:Country data Idaho
ઢાંચો:Country data Kalmar Union	Template:Country data Kalmar Union
ઢાંચો:Dmoz	Template:Dmoz
ઢાંચો:Dated maintenance category	Template:Dated maintenance category
કથ્થાઇ પેટ થડચડ	Indian nuthatch
કૃષિ યુનિવર્સિટી, જૂનાગઢ	Junagadh Agricultural University
ઢાંચો:Country data Bohemia	Template:Country data Bohemia
ઢાંચો:Country data Bahrain	Template:Country data Bahrain
ઢાંચો:યુરોપ	Template:Sovereign states of Europe
ઢાંચો:WikiProjectBannerShell	Template:WikiProjectBannerShell
શ્રેણી:User fr	Category:User fr
શ્રેણી:User gu	Category:User gu
શ્રેણી:User hi-3	Category:User hi-3
શ્રેણી:सदस्य hi-2	Category:User hi-2
શ્રેણી:User fr-N	Category:User fr-N
શ્રેણી:User hi-N	Category:User hi-N
કઢી	Kadhi
કાજુ કતરી	Kaju Katli
દગડ ફૂલ	Parmotrema perlatum
કલ્પસર યોજના	Kalpasar Project
કામરેજ	Kamrej
કર્ણદેવ સોલંકી	Karandev I
કર્મ	Karma in Jainism
ઢાંચો:Cite video	Template:Cite AV media
ઢાંચો:IncreaseNegative	Template:IncreaseNegative
શ્રેણી:Wikipedia cleanup	Category:Articles needing cleanup
મણિશંકર રત્નજી ભટ્ટ ‘કાન્ત’	Kavi Kant
કવિતા કૌશિક	Kavita Kaushik
ઢાંચો:Catmore	Template:Cat main
ઢાંચો:Beta	Template:Beta
ઢાંચો:UF-hcard-person	Template:UF-hcard-person
શ્રેણી:User de	Category:User de
શ્રેણી:User en-3	Category:User en-3
શ્રેણી:User en-N	Category:User en-N
ખમણ	Khaman
ખાંડવી	Khandvi (food)
ખાંટ	Khant caste
ખીરભવાની મંદિર	Kheer Bhawani
ઢાંચો:કોમ્પ્યુટરના મૂળભૂત ઘટકો	Template:Basic computer components
ઢાંચો:Chembox Elements	Template:Chembox Elements
શ્રેણી:User gu-1	Category:User gu-1
શ્રેણી:User gu-2	Category:User gu-2
શ્રેણી:User gu-3	Category:User gu-3
શ્રેણી:User gu-N	Category:User gu-N
ઢાંચો:N/a	Template:N/a
ઢાંચો:Category class	Template:Category class
પોરબંદર	Porbandar
કોચરબ આશ્રમ	Kochrab Ashram
ઢાંચો:Inline tags	Template:Inline cleanup tags
ઢાંચો:Edit filter warning	Template:Edit filter warning
ઢાંચો:Country data Germany	Template:Country data Germany
ઢાંચો:Country data United Kingdom	Template:Country data United Kingdom
ઢાંચો:Location map Greater London	Template:Location map United Kingdom Greater London
ઢાંચો:Legend0	Template:Legend0
ઢાંચો:Country data Estonian SSR	Template:Country data Estonian SSR
ઢાંચો:માહિતીચોકઠું રોગ	Template:Infobox medical condition
ઢાંચો:The Working Wikipedian's Barnstar	Template:The Working Wikipedian's Barnstar
ઢાંચો:Country data Scotland	Template:Country data Scotland
ઢાંચો:Color sample	Template:Color sample
ઢાંચો:Country data Estonia	Template:Country data Estonia
ઢાંચો:Country data Montenegro	Template:Country data Montenegro
ઢાંચો:Weather box	Template:Weather box
કંચન	Kumari Kanchan Dinkerao Mail
કુમારપાળ દેસાઈ	Kumarpal Desai
ઢાંચો:Smallsup	Template:Smallsup
ઢાંચો:Su	Template:Su
ઢાંચો:Protection templates	Template:Protection templates
ઢાંચો:Confuse	Template:Distinguish
ઢાંચો:Wikivoyage	Template:Wikivoyage
ઢાંચો:Pp-protected	Template:Pp
શ્રેણી:નવેમ્બર	Category:November
ઢાંચો:High-use	Template:High-use
પાણી (અણુ)	Properties of water
ઢાંચો:Help pages header	Template:Help pages header
ઢાંચો:User ta	Template:User ta
ઢાંચો:Wikipedia how to	Template:Wikipedia how to
શ્રેણી:માર્ચ	Category:March
શ્રેણી:સપ્ટેમ્બર	Category:September
શ્રેણી:ઓક્ટોબર	Category:October
ઢાંચો:Only in print	Template:Only in print
શ્રેણી:ડિસેમ્બર	Category:December
શ્રેણી:ઓગસ્ટ	Category:August
શ્રેણી:મે	Category:May
ઢાંચો:No2	Template:No2
ઢાંચો:Rp	Template:Rp
ઢાંચો:Country data Korean Empire	Template:Country data Korean Empire
ઢાંચો:Country data Zimbabwe Rhodesia	Template:Country data Zimbabwe-Rhodesia
શ્રેણી:ઇંગ્લેન્ડ	Category:England
અર્થીંગ	Ground (electricity)
શ્રેણી:એપ્રિલ	Category:April
લક્ષ્મણ શિવરામક્રિષ્ણન	Laxman Sivaramakrishnan
ઢાંચો:Str ≥ len	Template:Str ≥ len
ઢાંચો:String templates see also text	Template:String-handling templates
ઢાંચો:Rh	Template:Rh
ઢાંચો:Red	Template:Red
ઢાંચો:Coord/dms2dec	Template:Coord/dms2dec
ઢાંચો:Country data Brazil	Template:Country data Brazil
ઢાંચો:Yes2	Template:Yes2
ઢાંચો:Yes-No	Template:Yes-No
ઢાંચો:ફિફા ખેલાડી	Template:FIFA player
ઢાંચો:Country data Northern Ireland	Template:Country data Northern Ireland
ઢાંચો:Country data Dahomey	Template:Country data Dahomey
ઢાંચો:ચર્ચા-પૂરી	Template:Closed
ઢાંચો:Title without disambig	Template:Title without disambig
ઢાંચો:Country data Kingdom of Great Britain	Template:Country data Kingdom of Great Britain
ઢાંચો:Country data Swaziland	Template:Country data Swaziland
ઢાંચો:Country data United Kingdom of Great Britain and Ireland	Template:Country data United Kingdom of Great Britain and Ireland
ઢાંચો:Country data Somaliland	Template:Country data Somaliland
ઢાંચો:Start date and age	Template:Start date and age
ઢાંચો:Country data Hungary	Template:Country data Hungary
શ્રેણી:ભારતના વિશ્વધરોહર સ્થળો	Category:World Heritage Sites in India
ઢાંચો:Bookcover	Template:Non-free book cover
ઢાંચો:--	Template:--
ઢાંચો:Infobox government agency	Template:Infobox government agency
ઢાંચો:Country data New Zealand	Template:Country data New Zealand
શ્રેણી:User ru	Category:User ru
શ્રેણી:User ru-3	Category:User ru-3
શ્રેણી:1533 જન્મો	Category:1533 births
ઢાંચો:S-reg	Template:S-reg
મુંબઈ મેટ્રોના સ્ટેશનોની યાદી	List of Mumbai metro stations
શ્રેણી:User tr	Category:User tr
શ્રેણી:User tr-N	Category:User tr-N
સાર્ક શિખર પરિષદની યાદી	List of SAARC summits
ઢાંચો:Gallery/aux	Template:Gallery/aux
ઢાંચો:Country data Faroe Islands	Template:Country data Faroe Islands
ઢાંચો:Lang	Template:Lang
ઢાંચો:Country data United States	Template:Country data United States
ઢાંચો:Country data Russian SFSR	Template:Country data Russian SFSR
શ્રેણી:દિલ્હી	Category:Delhi
ઢાંચો:OCLC	Template:OCLC
ઢાંચો:માહિતીચોકઠું તૈયાર ખોરાક	Template:Infobox food
પાલી	Pali, Rajasthan
વિકિપીડિયા:નિષ્પક્ષતા વિવાદ	Wikipedia:NPOV dispute
ગુજરાતના ધોરીમાર્ગોની યાદી	List of state highways in Gujarat
ઢાંચો:Infobox River	Template:Infobox river
ઢાંચો:Country data Turkmenistan	Template:Country data Turkmenistan
શ્રેણી:1986 જન્મો	Category:1986 births
ઢાંચો:Country data North Korea	Template:Country data North Korea
ઢાંચો:Country data Afghanistan	Template:Country data Afghanistan
ઢાંચો:Country data Bangladesh	Template:Country data Bangladesh
ઢાંચો:Country data South Sudan	Template:Country data South Sudan
ઢાંચો:Location map India Orissa	Template:Location map India Orissa
ઢાંચો:Any	Template:Any
ઢાંચો:As of	Template:As of
લવ યુ... મિ. કલાકાર	Love U...Mr. Kalakaar!
ઢાંચો:Pp-semi-vandalism	Template:Pp-vandalism
ઢાંચો:Auto link	Template:Auto link
ઢાંચો:Awards	Template:Awards
ઢાંચો:BLACK	Template:BLACK
ઢાંચો:BSE Sensex	Template:BSE Sensex
ઢાંચો:Backlog sub-categories	Template:Backlog subcategories
ઢાંચો:Bibleref2	Template:Bibleref2
ઢાંચો:Bombay Stock Exchange	Template:Bombay Stock Exchange
માધવસિંહ સોલંકી	Madhav Singh Solanki
પાલીતાણા	Palitana
મહેશ કનોડિયા	Mahesh Kumar Kanodia
મૈત્રકકાળ	Maitraka
ઢાંચો:Cagliari Calcio managers	Template:Cagliari Calcio managers
ઢાંચો:UF-datewarn	Template:UF-date-warn
